date	sex	dose	alive	dead	total	age	population	exposition	active_substance	number_comp	genediv_comp	expo_comp	age_comp
09/09/20	female	0.1	12	2	14	24-48h	ste-foy	21h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	0.25	9	0	9	24-48h	ste-foy	21h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	0.5	9	5	14	24-48h	ste-foy	21h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	1	3	6	9	24-48h	ste-foy	21h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	3	2	11	13	24-48h	ste-foy	21h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	5	1	12	13	24-48h	ste-foy	21h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	0	12	0	12	24-48h	ste-foy	21h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	0.1	9	0	9	24-48h	ste-foy	21h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	0.25	11	1	12	24-48h	ste-foy	21h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	0.5	13	3	16	24-48h	ste-foy	21h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	1	6	7	13	24-48h	ste-foy	21h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	3	1	11	12	24-48h	ste-foy	21h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	5	5	7	12	24-48h	ste-foy	21h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	0	14	0	14	24-48h	ste-foy	21h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	0.1	13	0	13	24-48h	ste-foy	21h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	0.25	11	2	13	24-48h	ste-foy	21h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	0.5	11	5	16	24-48h	ste-foy	21h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	1	1	10	11	24-48h	ste-foy	21h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	3	0	9	9	24-48h	ste-foy	21h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	5	1	8	9	24-48h	ste-foy	21h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	0	7	0	7	24-48h	ste-foy	22h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	0.1	6	1	7	24-48h	ste-foy	22h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	0.25	7	5	12	24-48h	ste-foy	22h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	0.5	4	3	7	24-48h	ste-foy	22h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	1	0	11	11	24-48h	ste-foy	22h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	3	0	7	7	24-48h	ste-foy	22h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	5	0	9	9	24-48h	ste-foy	22h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	0	8	0	8	24-48h	ste-foy	22h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	0.1	9	1	10	24-48h	ste-foy	22h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	0.25	6	2	8	24-48h	ste-foy	22h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	0.5	2	3	5	24-48h	ste-foy	22h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	1	0	7	7	24-48h	ste-foy	22h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	3	0	8	8	24-48h	ste-foy	22h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	5	0	8	8	24-48h	ste-foy	22h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	0	6	0	6	24-48h	ste-foy	22h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	0.1	6	1	7	24-48h	ste-foy	22h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	0.25	5	2	7	24-48h	ste-foy	22h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	0.5	2	3	5	24-48h	ste-foy	22h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	1	0	9	9	24-48h	ste-foy	22h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	3	1	11	12	24-48h	ste-foy	22h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	5	0	10	10	24-48h	ste-foy	22h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	0	15	0	15	24-48h	ste-foy	22h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	0.1	13	1	14	24-48h	ste-foy	22h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	0.25	5	4	9	24-48h	ste-foy	22h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	0.5	10	4	14	24-48h	ste-foy	22h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	1	3	6	9	24-48h	ste-foy	22h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	3	1	12	13	24-48h	ste-foy	22h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	5	0	13	13	24-48h	ste-foy	22h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	0	12	0	12	24-48h	ste-foy	22h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	0.1	8	1	9	24-48h	ste-foy	22h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	0.25	9	3	12	24-48h	ste-foy	22h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	0.5	12	4	16	24-48h	ste-foy	22h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	1	5	8	13	24-48h	ste-foy	22h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	3	0	12	12	24-48h	ste-foy	22h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	5	2	10	12	24-48h	ste-foy	22h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	0	14	0	14	24-48h	ste-foy	22h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	0.1	12	1	13	24-48h	ste-foy	22h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	0.25	11	2	13	24-48h	ste-foy	22h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	0.5	11	5	16	24-48h	ste-foy	22h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	1	3	8	11	24-48h	ste-foy	22h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	3	1	8	9	24-48h	ste-foy	22h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	5	1	8	9	24-48h	ste-foy	22h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	0	7	0	7	24-48h	ste-foy	23h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	0.1	6	1	7	24-48h	ste-foy	23h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	0.25	7	5	12	24-48h	ste-foy	23h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	0.5	4	3	7	24-48h	ste-foy	23h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	1	0	11	11	24-48h	ste-foy	23h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	3	0	7	7	24-48h	ste-foy	23h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	5	0	9	9	24-48h	ste-foy	23h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	0	8	0	8	24-48h	ste-foy	23h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	0.1	10	0	10	24-48h	ste-foy	23h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	0.25	5	3	8	24-48h	ste-foy	23h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	0.5	1	4	5	24-48h	ste-foy	23h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	1	0	7	7	24-48h	ste-foy	23h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	3	0	8	8	24-48h	ste-foy	23h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	5	0	8	8	24-48h	ste-foy	23h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	0	6	0	6	24-48h	ste-foy	23h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	0.1	6	1	7	24-48h	ste-foy	23h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	0.25	5	2	7	24-48h	ste-foy	23h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	0.5	3	2	5	24-48h	ste-foy	23h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	1	0	9	9	24-48h	ste-foy	23h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	3	0	12	12	24-48h	ste-foy	23h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	5	0	10	10	24-48h	ste-foy	23h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	0	15	0	15	24-48h	ste-foy	23h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	0.1	14	0	14	24-48h	ste-foy	23h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	0.25	6	3	9	24-48h	ste-foy	23h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	0.5	9	5	14	24-48h	ste-foy	23h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	1	4	5	9	24-48h	ste-foy	23h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	3	1	12	13	24-48h	ste-foy	23h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	5	1	12	13	24-48h	ste-foy	23h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	0	12	0	12	24-48h	ste-foy	23h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	0.1	9	0	9	24-48h	ste-foy	23h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	0.25	9	3	12	24-48h	ste-foy	23h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	0.5	12	4	16	24-48h	ste-foy	23h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	1	4	9	13	24-48h	ste-foy	23h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	3	0	12	12	24-48h	ste-foy	23h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	5	1	11	12	24-48h	ste-foy	23h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	0	14	0	14	24-48h	ste-foy	23h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	0.1	12	1	13	24-48h	ste-foy	23h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	0.25	11	2	13	24-48h	ste-foy	23h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	0.5	9	7	16	24-48h	ste-foy	23h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	1	2	9	11	24-48h	ste-foy	23h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	3	0	9	9	24-48h	ste-foy	23h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	5	1	8	9	24-48h	ste-foy	23h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	0	7	0	7	24-48h	ste-foy	24h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	0.1	6	1	7	24-48h	ste-foy	24h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	0.25	7	5	12	24-48h	ste-foy	24h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	0.5	4	3	7	24-48h	ste-foy	24h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	1	1	10	11	24-48h	ste-foy	24h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	3	0	7	7	24-48h	ste-foy	24h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	5	0	9	9	24-48h	ste-foy	24h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	0	8	0	8	24-48h	ste-foy	24h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	0.1	10	0	10	24-48h	ste-foy	24h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	0.25	5	3	8	24-48h	ste-foy	24h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	0.5	2	3	5	24-48h	ste-foy	24h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	1	0	7	7	24-48h	ste-foy	24h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	3	0	8	8	24-48h	ste-foy	24h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	5	0	8	8	24-48h	ste-foy	24h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	0	6	0	6	24-48h	ste-foy	24h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	0.1	6	1	7	24-48h	ste-foy	24h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	0.25	5	2	7	24-48h	ste-foy	24h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	0.5	3	2	5	24-48h	ste-foy	24h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	1	0	9	9	24-48h	ste-foy	24h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	3	0	12	12	24-48h	ste-foy	24h	lambda-cyhalothrin	0	0	1	0
09/09/20	male	5	0	10	10	24-48h	ste-foy	24h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	0	15	0	15	24-48h	ste-foy	24h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	0.1	13	1	14	24-48h	ste-foy	24h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	0.25	8	1	9	24-48h	ste-foy	24h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	0.5	11	3	14	24-48h	ste-foy	24h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	1	3	6	9	24-48h	ste-foy	24h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	3	1	12	13	24-48h	ste-foy	24h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	5	1	12	13	24-48h	ste-foy	24h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	0	12	0	12	24-48h	ste-foy	24h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	0.1	9	0	9	24-48h	ste-foy	24h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	0.25	11	1	12	24-48h	ste-foy	24h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	0.5	11	5	16	24-48h	ste-foy	24h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	1	4	9	13	24-48h	ste-foy	24h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	3	0	12	12	24-48h	ste-foy	24h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	5	1	11	12	24-48h	ste-foy	24h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	0	14	0	14	24-48h	ste-foy	24h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	0.1	12	1	13	24-48h	ste-foy	24h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	0.25	11	2	13	24-48h	ste-foy	24h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	0.5	9	7	16	24-48h	ste-foy	24h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	1	2	9	11	24-48h	ste-foy	24h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	3	0	9	9	24-48h	ste-foy	24h	lambda-cyhalothrin	0	0	1	0
09/09/20	female	5	1	8	9	24-48h	ste-foy	24h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	0	8	0	8	24-48h	ste-foy	1h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	0	4	0	4	24-48h	ste-foy	1h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	0	9	0	9	24-48h	ste-foy	1h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	0	3	0	3	24-48h	ste-foy	1h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	0	3	0	3	24-48h	ste-foy	1h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	0	9	0	9	24-48h	ste-foy	1h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	0	11	0	11	24-48h	ste-foy	1h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	0	1	0	1	24-48h	ste-foy	1h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	1	7	0	7	24-48h	ste-foy	1h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	1	4	1	5	24-48h	ste-foy	1h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	1	9	1	10	24-48h	ste-foy	1h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	1	1	1	2	24-48h	ste-foy	1h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	1	6	1	7	24-48h	ste-foy	1h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	1	5	0	5	24-48h	ste-foy	1h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	1	7	0	7	24-48h	ste-foy	1h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	1	4	1	5	24-48h	ste-foy	1h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	2.5	3	5	8	24-48h	ste-foy	1h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	2.5	2	2	4	24-48h	ste-foy	1h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	2.5	4	4	8	24-48h	ste-foy	1h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	2.5	3	1	4	24-48h	ste-foy	1h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	2.5	5	2	7	24-48h	ste-foy	1h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	2.5	3	2	5	24-48h	ste-foy	1h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	2.5	7	0	7	24-48h	ste-foy	1h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	2.5	4	1	5	24-48h	ste-foy	1h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	5	5	5	10	24-48h	ste-foy	1h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	5	1	1	2	24-48h	ste-foy	1h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	5	3	2	5	24-48h	ste-foy	1h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	5	3	4	7	24-48h	ste-foy	1h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	5	1	5	6	24-48h	ste-foy	1h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	5	2	4	6	24-48h	ste-foy	1h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	5	4	2	6	24-48h	ste-foy	1h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	5	2	4	6	24-48h	ste-foy	1h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	0.1	10	0	10	24-48h	ste-foy	1h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	0.1	2	0	2	24-48h	ste-foy	1h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	0.1	9	0	9	24-48h	ste-foy	1h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	0.1	3	0	3	24-48h	ste-foy	1h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	0.1	8	0	8	24-48h	ste-foy	1h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	0.1	4	0	4	24-48h	ste-foy	1h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	0.1	8	0	8	24-48h	ste-foy	1h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	0.1	5	0	5	24-48h	ste-foy	1h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	0.3	7	0	7	24-48h	ste-foy	1h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	0.3	5	0	5	24-48h	ste-foy	1h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	0.3	9	0	9	24-48h	ste-foy	1h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	0.3	3	0	3	24-48h	ste-foy	1h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	0.3	8	1	9	24-48h	ste-foy	1h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	0.3	2	1	3	24-48h	ste-foy	1h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	0.3	8	0	8	24-48h	ste-foy	1h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	0.3	3	1	4	24-48h	ste-foy	1h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	0.5	4	0	4	24-48h	ste-foy	1h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	0.5	5	0	5	24-48h	ste-foy	1h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	0.5	6	2	8	24-48h	ste-foy	1h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	0.5	3	1	4	24-48h	ste-foy	1h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	0.5	4	0	4	24-48h	ste-foy	1h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	0.5	7	1	8	24-48h	ste-foy	1h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	0.5	7	0	7	24-48h	ste-foy	1h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	0.5	4	1	5	24-48h	ste-foy	1h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	0	8	0	8	24-48h	ste-foy	2h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	0	4	0	4	24-48h	ste-foy	2h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	0	9	0	9	24-48h	ste-foy	2h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	0	3	0	3	24-48h	ste-foy	2h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	0	3	0	3	24-48h	ste-foy	2h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	0	9	0	9	24-48h	ste-foy	2h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	0	11	0	11	24-48h	ste-foy	2h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	0	1	0	1	24-48h	ste-foy	2h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	1	3	4	7	24-48h	ste-foy	2h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	1	0	5	5	24-48h	ste-foy	2h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	1	7	3	10	24-48h	ste-foy	2h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	1	1	1	2	24-48h	ste-foy	2h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	1	3	4	7	24-48h	ste-foy	2h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	1	2	3	5	24-48h	ste-foy	2h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	1	3	3	6	24-48h	ste-foy	2h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	1	4	2	6	24-48h	ste-foy	2h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	2.5	7	1	8	24-48h	ste-foy	2h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	2.5	0	4	4	24-48h	ste-foy	2h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	2.5	7	1	8	24-48h	ste-foy	2h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	2.5	2	2	4	24-48h	ste-foy	2h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	2.5	5	2	7	24-48h	ste-foy	2h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	2.5	5	0	5	24-48h	ste-foy	2h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	2.5	5	2	7	24-48h	ste-foy	2h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	2.5	2	3	5	24-48h	ste-foy	2h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	5	4	5	9	24-48h	ste-foy	2h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	5	2	1	3	24-48h	ste-foy	2h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	5	2	3	5	24-48h	ste-foy	2h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	5	5	2	7	24-48h	ste-foy	2h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	5	3	3	6	24-48h	ste-foy	2h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	5	4	2	6	24-48h	ste-foy	2h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	5	4	2	6	24-48h	ste-foy	2h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	5	3	3	6	24-48h	ste-foy	2h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	0.1	10	0	10	24-48h	ste-foy	2h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	0.1	2	0	2	24-48h	ste-foy	2h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	0.1	9	0	9	24-48h	ste-foy	2h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	0.1	3	0	3	24-48h	ste-foy	2h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	0.1	8	0	8	24-48h	ste-foy	2h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	0.1	4	0	4	24-48h	ste-foy	2h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	0.1	8	0	8	24-48h	ste-foy	2h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	0.1	5	0	5	24-48h	ste-foy	2h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	0.3	7	0	7	24-48h	ste-foy	2h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	0.3	5	0	5	24-48h	ste-foy	2h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	0.3	8	1	9	24-48h	ste-foy	2h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	0.3	2	1	3	24-48h	ste-foy	2h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	0.3	8	1	9	24-48h	ste-foy	2h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	0.3	2	1	3	24-48h	ste-foy	2h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	0.3	5	3	8	24-48h	ste-foy	2h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	0.3	3	1	4	24-48h	ste-foy	2h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	0.5	4	0	4	24-48h	ste-foy	2h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	0.5	3	2	5	24-48h	ste-foy	2h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	0.5	5	3	8	24-48h	ste-foy	2h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	0.5	2	2	4	24-48h	ste-foy	2h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	0.5	4	0	4	24-48h	ste-foy	2h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	0.5	6	2	8	24-48h	ste-foy	2h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	0.5	2	5	7	24-48h	ste-foy	2h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	0.5	1	4	5	24-48h	ste-foy	2h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	0	8	0	8	24-48h	ste-foy	3h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	0	4	0	4	24-48h	ste-foy	3h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	0	9	0	9	24-48h	ste-foy	3h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	0	3	0	3	24-48h	ste-foy	3h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	0	3	0	3	24-48h	ste-foy	3h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	0	9	0	9	24-48h	ste-foy	3h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	0	11	0	11	24-48h	ste-foy	3h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	0	1	0	1	24-48h	ste-foy	3h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	1	4	3	7	24-48h	ste-foy	3h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	1	2	3	5	24-48h	ste-foy	3h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	1	3	7	10	24-48h	ste-foy	3h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	1	0	2	2	24-48h	ste-foy	3h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	1	2	5	7	24-48h	ste-foy	3h	lambda-cyhalothrin	0	0	1	0
24/09/20	male	1	3	2	5	24-48h	ste-foy	3h	lambda-cyhalothrin	0	0	1	0
24/09/20	female	1	0	6	6	24-48h	ste-foy	3h	lambda-cyhalothrin	0	0	1	0
